CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro ou Prejuízo Líquido do Período;107574.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro ou Prejuízo Líquido do Período;117241.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes Próprios;-1230.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes Próprios;-394.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01;Valores que serão Reclassificados para o Resultado;-1230.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01;Valores que serão Reclassificados para o Resultado;-394.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01.01;Ganhos/Perdas de ativos disponiveis para venda;-3465.0000000000;N
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01.01;Ganhos/Perdas de ativos disponiveis para venda;-633.0000000000;N
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01.02;Efeito Fiscal TVM;2237.0000000000;N
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01.02;Efeito Fiscal TVM;236.0000000000;N
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01.03;Ganhos/Perdas de ativos disponives para venda de coligadas e controladas;-2.0000000000;N
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01.03;Ganhos/Perdas de ativos disponives para venda de coligadas e controladas;3.0000000000;N
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.02;Valores que não serão Reclassificados o para o Resultado;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.02;Valores que não serão Reclassificados o para o Resultado;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Participação em Resultados Abrangentes de Invest. Avaliados pelo Método de Equivalência Patrimonial;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Participação em Resultados Abrangentes de Invest. Avaliados pelo Método de Equivalência Patrimonial;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.01;Valores que serão Reclassificados para o Resultado;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.01;Valores que serão Reclassificados para o Resultado;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.02;Valores que não serão Reclassificados para o Resultado;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.02;Valores que não serão Reclassificados para o Resultado;0.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.04;Resultado Abrangente do Período;106344.0000000000;S
00.000.208/0001-00;2021-03-31;2;BRB BCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.04;Resultado Abrangente do Período;116847.0000000000;S
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido do Período;1201660.0000000000;S
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido do Período;1601068.0000000000;S
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;-171496.0000000000;S
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;20745.0000000000;S
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01;Instrumentos financeiros ao valor Justo por meio de ORA;-352093.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01;Instrumentos financeiros ao valor Justo por meio de ORA;17446.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.02;IR/CSSL diferidos;119712.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.02;IR/CSSL diferidos;-5932.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.03;Ajuste ganhos e perdas atuariais;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.03;Ajuste ganhos e perdas atuariais;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.04;Ajustes acumulados de conversão;58402.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.04;Ajustes acumulados de conversão;25030.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.05;Participação no result. abrangente das subsiarias, coligadas e sociedades de controle compartilhado;-36532.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.05;Participação no result. abrangente das subsiarias, coligadas e sociedades de controle compartilhado;-27971.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.06;Ajuste de hedge de fluxo de caixa;866.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.06;Ajuste de hedge de fluxo de caixa;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.07;IR/CSSL diferidos;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.07;IR/CSSL diferidos;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.08;Valor justo de instrumentos financeiros disponíveis para venda;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.08;Valor justo de instrumentos financeiros disponíveis para venda;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.09;IR/CSSL diferidos;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.09;IR/CSSL diferidos;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.10;Participação no resultad abrangente das subsiarias, coligadas e sociedades de controle compartilhado;38149.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.10;Participação no resultad abrangente das subsiarias, coligadas e sociedades de controle compartilhado;12172.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.11;IR/CSSL diferidos;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.11;IR/CSSL diferidos;0.0000000000;N
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente do Período;1030164.0000000000;S
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente do Período;1621813.0000000000;S
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido do Período;-10296.0000000000;S
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido do Período;1142200.0000000000;S
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;20801.0000000000;S
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;50540.0000000000;S
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente do Período;10505.0000000000;S
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente do Período;1192740.0000000000;S
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido do Período;-790.0000000000;S
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido do Período;-4864.0000000000;S
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente do Período;-790.0000000000;S
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente do Período;-4864.0000000000;S
00.272.185/0001-93;2021-03-31;1;CIMS S.A.;014818;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido do Período;-68351.0000000000;S
00.272.185/0001-93;2021-03-31;1;CIMS S.A.;014818;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido do Período;-69356.0000000000;S
00.272.185/0001-93;2021-03-31;1;CIMS S.A.;014818;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.272.185/0001-93;2021-03-31;1;CIMS S.A.;014818;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.272.185/0001-93;2021-03-31;1;CIMS S.A.;014818;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente do Período;-68351.0000000000;S
