CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.070.698/0001-11;2021-03-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.02;Atribuído a Sócios Não Controladores;9168.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido Consolidado do Período;3714.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido Consolidado do Período;4313.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente Consolidado do Período;3714.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente Consolidado do Período;4313.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;3714.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;4313.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.359.742/0001-08;2021-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido Consolidado do Período;24465.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente Consolidado do Período;24465.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;24465.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido Consolidado do Período;34079.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido Consolidado do Período;40180.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;-86.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;2750.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01;Variação de investimentos ao valor justo;-86.0000000000;N
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01;Variação de investimentos ao valor justo;2750.0000000000;N
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente Consolidado do Período;33993.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente Consolidado do Período;42930.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;33993.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;42930.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido Consolidado do Período;-107963.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido Consolidado do Período;-163611.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02;Outros Resultados Abrangentes;-99774.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.01;Ajustes de Avaliação Patrimonial Aplicações Financeiras;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.01;Ajustes de Avaliação Patrimonial Aplicações Financeiras;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.02;Ajuste de Avaliação Patrimonial Aplicações Financeiras;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.02;Ajuste de Avaliação Patrimonial Aplicações Financeiras;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.03;IR e CSLL Diferidos;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.03;IR e CSLL Diferidos;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.04;Ajuste de Conversão Acumulada;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.04;Ajuste de Conversão Acumulada;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.05;Hedge de fluxo de caixa;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.05;Hedge de fluxo de caixa;-151173.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02.06;Efeitos tributários;0.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.02.06;Efeitos tributários;51399.0000000000;N
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03;Resultado Abrangente Consolidado do Período;-107963.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03;Resultado Abrangente Consolidado do Período;-263385.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-107963.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-263385.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A.;020990;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.864.214/0001-06;2021-03-31;2;ENERGISA S.A.;015253;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.01;Lucro Líquido Consolidado do Período;581706.0000000000;S
00.864.214/0001-06;2021-03-31;2;ENERGISA S.A.;015253;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-01-01;2021-03-31;4.01;Lucro Líquido Consolidado do Período;873337.0000000000;S
00.864.214/0001-06;2021-03-31;2;ENERGISA S.A.;015253;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2020-01-01;2020-03-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
